pathway,group1,effect1,group2,effect2,difference,abs_difference,mannwhitney_statistic,mannwhitney_pvalue,comparison
alcohol_binary->coag28,CirrAbsent_ND_vs_Any,-1e-16,CirrPresent_ND_vs_Any,-1.5034482758620695,-1.5034482758620695,1.5034482758620695,267.0,0.000862044204187383,3_Cirrhosis_ND_vs_Any
alcohol_binary->hepatic28,CirrAbsent_ND_vs_Any,-1e-16,CirrPresent_ND_vs_Any,-0.1820689655172422,-0.18206896551724208,0.18206896551724208,267.0,0.000862044204187383,3_Cirrhosis_ND_vs_Any
alcohol_binary->icufd,CirrAbsent_ND_vs_Any,-1e-16,CirrPresent_ND_vs_Any,-6.120000000000001,-6.120000000000001,6.120000000000001,267.0,0.000862044204187383,3_Cirrhosis_ND_vs_Any
alcohol_binary->orgfree28,CirrAbsent_ND_vs_Any,-1e-16,CirrPresent_ND_vs_Any,-1e-16,0.0,0.0,267.0,0.000862044204187383,3_Cirrhosis_ND_vs_Any
alcohol_binary->pulmon28,CirrAbsent_ND_vs_Any,-0.5345363280699513,CirrPresent_ND_vs_Any,-3.03862068965517,-2.504084361585219,2.504084361585219,267.0,0.000862044204187383,3_Cirrhosis_ND_vs_Any
alcohol_binary->renal28,CirrAbsent_ND_vs_Any,-1e-16,CirrPresent_ND_vs_Any,-2.4468965517241443,-2.4468965517241443,2.4468965517241443,267.0,0.000862044204187383,3_Cirrhosis_ND_vs_Any
alcohol_binary->vfd,CirrAbsent_ND_vs_Any,-1e-16,CirrPresent_ND_vs_Any,-5.748965517241377,-5.748965517241377,5.748965517241377,267.0,0.000862044204187383,3_Cirrhosis_ND_vs_Any
cardio28->death90,CirrAbsent_ND_vs_Any,-0.0300819919841754,CirrPresent_ND_vs_Any,-0.0315311896787817,-0.0014491976946062989,0.0014491976946062989,267.0,0.000862044204187383,3_Cirrhosis_ND_vs_Any
cns28->death90,CirrAbsent_ND_vs_Any,-0.0138856229909468,CirrPresent_ND_vs_Any,-0.0209634371459124,-0.007077814154965601,0.007077814154965601,267.0,0.000862044204187383,3_Cirrhosis_ND_vs_Any
coag28->death90,CirrAbsent_ND_vs_Any,-0.0356121375920504,CirrPresent_ND_vs_Any,-0.0285650690013355,0.007047068590714897,0.007047068590714897,267.0,0.000862044204187383,3_Cirrhosis_ND_vs_Any
hepatic28->death90,CirrAbsent_ND_vs_Any,-0.0280873613616812,CirrPresent_ND_vs_Any,-0.0239666352443802,0.004120726117301,0.004120726117301,267.0,0.000862044204187383,3_Cirrhosis_ND_vs_Any
icufd->death90,CirrAbsent_ND_vs_Any,-0.0274487773617727,CirrPresent_ND_vs_Any,-0.0365987484058488,-0.0091499710440761,0.0091499710440761,267.0,0.000862044204187383,3_Cirrhosis_ND_vs_Any
orgfree28->death90,CirrAbsent_ND_vs_Any,-0.0183863818843343,CirrPresent_ND_vs_Any,-0.017447223938881,0.0009391579454533019,0.0009391579454533019,267.0,0.000862044204187383,3_Cirrhosis_ND_vs_Any
pulmon28->death90,CirrAbsent_ND_vs_Any,-0.0068413792605255,CirrPresent_ND_vs_Any,-0.0094931294575424,-0.002651750197016899,0.002651750197016899,267.0,0.000862044204187383,3_Cirrhosis_ND_vs_Any
renal28->death90,CirrAbsent_ND_vs_Any,-0.0191438623319726,CirrPresent_ND_vs_Any,-0.0224338755463432,-0.003290013214370599,0.003290013214370599,267.0,0.000862044204187383,3_Cirrhosis_ND_vs_Any
vfd->death90,CirrAbsent_ND_vs_Any,-0.0261123183459471,CirrPresent_ND_vs_Any,-0.0382891940024123,-0.012176875656465198,0.012176875656465198,267.0,0.000862044204187383,3_Cirrhosis_ND_vs_Any
alcohol_binary->cardio28,CirrAbsent_ND_vs_Mod,-1e-16,CirrPresent_ND_vs_Mod,-1e-16,0.0,0.0,172.0,0.7550246108625782,4_Cirrhosis_ND_vs_MD
alcohol_binary->cns28,CirrAbsent_ND_vs_Mod,-1e-16,CirrPresent_ND_vs_Mod,-1e-16,0.0,0.0,172.0,0.7550246108625782,4_Cirrhosis_ND_vs_MD
alcohol_binary->coag28,CirrAbsent_ND_vs_Mod,-1e-16,CirrPresent_ND_vs_Mod,-1e-16,0.0,0.0,172.0,0.7550246108625782,4_Cirrhosis_ND_vs_MD
alcohol_binary->hepatic28,CirrAbsent_ND_vs_Mod,-1e-16,CirrPresent_ND_vs_Mod,-1e-16,0.0,0.0,172.0,0.7550246108625782,4_Cirrhosis_ND_vs_MD
alcohol_binary->icufd,CirrAbsent_ND_vs_Mod,-1e-16,CirrPresent_ND_vs_Mod,-0.2628571428571433,-0.2628571428571432,0.2628571428571432,172.0,0.7550246108625782,4_Cirrhosis_ND_vs_MD
alcohol_binary->orgfree28,CirrAbsent_ND_vs_Mod,-1e-16,CirrPresent_ND_vs_Mod,-1e-16,0.0,0.0,172.0,0.7550246108625782,4_Cirrhosis_ND_vs_MD
alcohol_binary->pulmon28,CirrAbsent_ND_vs_Mod,-0.1413927789826994,CirrPresent_ND_vs_Mod,-1.5657142857142867,-1.4243215067315873,1.4243215067315873,172.0,0.7550246108625782,4_Cirrhosis_ND_vs_MD
alcohol_binary->renal28,CirrAbsent_ND_vs_Mod,-1e-16,CirrPresent_ND_vs_Mod,-1e-16,0.0,0.0,172.0,0.7550246108625782,4_Cirrhosis_ND_vs_MD
alcohol_binary->vfd,CirrAbsent_ND_vs_Mod,-1e-16,CirrPresent_ND_vs_Mod,-1e-16,0.0,0.0,172.0,0.7550246108625782,4_Cirrhosis_ND_vs_MD
cardio28->death90,CirrAbsent_ND_vs_Mod,-0.0296168259647452,CirrPresent_ND_vs_Mod,-0.0234495988490013,0.006167227115743901,0.006167227115743901,172.0,0.7550246108625782,4_Cirrhosis_ND_vs_MD
cns28->death90,CirrAbsent_ND_vs_Mod,-0.0139334712882345,CirrPresent_ND_vs_Mod,-0.0197279330296687,-0.005794461741434201,0.005794461741434201,172.0,0.7550246108625782,4_Cirrhosis_ND_vs_MD
coag28->death90,CirrAbsent_ND_vs_Mod,-0.0355007516003262,CirrPresent_ND_vs_Mod,-0.0258447488584474,0.009656002741878802,0.009656002741878802,172.0,0.7550246108625782,4_Cirrhosis_ND_vs_MD
hepatic28->death90,CirrAbsent_ND_vs_Mod,-0.0282132000993656,CirrPresent_ND_vs_Mod,-0.0189232983983698,0.0092899017009958,0.0092899017009958,172.0,0.7550246108625782,4_Cirrhosis_ND_vs_MD
icufd->death90,CirrAbsent_ND_vs_Mod,-0.0276061929777416,CirrPresent_ND_vs_Mod,-0.0377818009396956,-0.010175607961954002,0.010175607961954002,172.0,0.7550246108625782,4_Cirrhosis_ND_vs_MD
orgfree28->death90,CirrAbsent_ND_vs_Mod,-0.0181500520124328,CirrPresent_ND_vs_Mod,-0.0102360192903452,0.007914032722087601,0.007914032722087601,172.0,0.7550246108625782,4_Cirrhosis_ND_vs_MD
pulmon28->death90,CirrAbsent_ND_vs_Mod,-0.0068389684899747,CirrPresent_ND_vs_Mod,-0.006821880085117,1.708840485769962e-05,1.708840485769962e-05,172.0,0.7550246108625782,4_Cirrhosis_ND_vs_MD
renal28->death90,CirrAbsent_ND_vs_Mod,-0.0194638931770365,CirrPresent_ND_vs_Mod,-0.0176270751874879,0.0018368179895486003,0.0018368179895486003,172.0,0.7550246108625782,4_Cirrhosis_ND_vs_MD
vfd->death90,CirrAbsent_ND_vs_Mod,-0.0261053451568534,CirrPresent_ND_vs_Mod,-0.0387573651342483,-0.012652019977394902,0.012652019977394902,172.0,0.7550246108625782,4_Cirrhosis_ND_vs_MD
alcohol_binary->cardio28,CirrAbsent_ND_vs_Heavy,-1e-16,CirrPresent_ND_vs_Heavy,-3.941818181818171,-3.941818181818171,3.941818181818171,256.0,0.0030562428663326088,5_Cirrhosis_ND_vs_HD
alcohol_binary->cns28,CirrAbsent_ND_vs_Heavy,-0.0099851443123952,CirrPresent_ND_vs_Heavy,-4.8345454545454505,-4.824560310233055,4.824560310233055,256.0,0.0030562428663326088,5_Cirrhosis_ND_vs_HD
alcohol_binary->coag28,CirrAbsent_ND_vs_Heavy,-1e-16,CirrPresent_ND_vs_Heavy,-2.7636363636363583,-2.7636363636363583,2.7636363636363583,256.0,0.0030562428663326088,5_Cirrhosis_ND_vs_HD
alcohol_binary->hepatic28,CirrAbsent_ND_vs_Heavy,-1e-16,CirrPresent_ND_vs_Heavy,-2.3654545454545453,-2.3654545454545453,2.3654545454545453,256.0,0.0030562428663326088,5_Cirrhosis_ND_vs_HD
alcohol_binary->icufd,CirrAbsent_ND_vs_Heavy,-0.4557512733446511,CirrPresent_ND_vs_Heavy,-7.98363636363637,-7.5278850902917185,7.5278850902917185,256.0,0.0030562428663326088,5_Cirrhosis_ND_vs_HD
alcohol_binary->orgfree28,CirrAbsent_ND_vs_Heavy,-1e-16,CirrPresent_ND_vs_Heavy,-0.2927272727272658,-0.2927272727272657,0.2927272727272657,256.0,0.0030562428663326088,5_Cirrhosis_ND_vs_HD
alcohol_binary->pulmon28,CirrAbsent_ND_vs_Heavy,-1.384709252971136,CirrPresent_ND_vs_Heavy,-3.5072727272727287,-2.1225634743015926,2.1225634743015926,256.0,0.0030562428663326088,5_Cirrhosis_ND_vs_HD
alcohol_binary->renal28,CirrAbsent_ND_vs_Heavy,-1e-16,CirrPresent_ND_vs_Heavy,-4.194545454545466,-4.194545454545466,4.194545454545466,256.0,0.0030562428663326088,5_Cirrhosis_ND_vs_HD
alcohol_binary->vfd,CirrAbsent_ND_vs_Heavy,-0.1260929541595921,CirrPresent_ND_vs_Heavy,-7.770909090909088,-7.644816136749496,7.644816136749496,256.0,0.0030562428663326088,5_Cirrhosis_ND_vs_HD
cardio28->death90,CirrAbsent_ND_vs_Heavy,-0.0298060378472497,CirrPresent_ND_vs_Heavy,-0.0312948859271131,-0.0014888480798634016,0.0014888480798634016,256.0,0.0030562428663326088,5_Cirrhosis_ND_vs_HD
cns28->death90,CirrAbsent_ND_vs_Heavy,-0.0142042675488122,CirrPresent_ND_vs_Heavy,-0.018715558317796,-0.004511290768983801,0.004511290768983801,256.0,0.0030562428663326088,5_Cirrhosis_ND_vs_HD
coag28->death90,CirrAbsent_ND_vs_Heavy,-0.0359014178791083,CirrPresent_ND_vs_Heavy,-0.0278792726048153,0.008022145274293,0.008022145274293,256.0,0.0030562428663326088,5_Cirrhosis_ND_vs_HD
hepatic28->death90,CirrAbsent_ND_vs_Heavy,-0.0290561778678455,CirrPresent_ND_vs_Heavy,-0.0233446519524613,0.005711525915384201,0.005711525915384201,256.0,0.0030562428663326088,5_Cirrhosis_ND_vs_HD
icufd->death90,CirrAbsent_ND_vs_Heavy,-0.0283745244464801,CirrPresent_ND_vs_Heavy,-0.0353567570785812,-0.006982232632101099,0.006982232632101099,256.0,0.0030562428663326088,5_Cirrhosis_ND_vs_HD
orgfree28->death90,CirrAbsent_ND_vs_Heavy,-0.0193043803645318,CirrPresent_ND_vs_Heavy,-0.0170388737540981,0.0022655066104337006,0.0022655066104337006,256.0,0.0030562428663326088,5_Cirrhosis_ND_vs_HD
pulmon28->death90,CirrAbsent_ND_vs_Heavy,-0.0076200484669992,CirrPresent_ND_vs_Heavy,-0.0088783683428813,-0.0012583198758821012,0.0012583198758821012,256.0,0.0030562428663326088,5_Cirrhosis_ND_vs_HD
renal28->death90,CirrAbsent_ND_vs_Heavy,-0.0194795663974187,CirrPresent_ND_vs_Heavy,-0.0214669800464489,-0.0019874136490302015,0.0019874136490302015,256.0,0.0030562428663326088,5_Cirrhosis_ND_vs_HD
vfd->death90,CirrAbsent_ND_vs_Heavy,-0.0266313866017662,CirrPresent_ND_vs_Heavy,-0.0378971336318501,-0.0112657470300839,0.0112657470300839,256.0,0.0030562428663326088,5_Cirrhosis_ND_vs_HD
cardio28->death90,Male_drinks_per_week,-0.032487496088985,Female_drinks_per_week,-0.0279108587171621,0.004576637371822897,0.004576637371822897,207.5,0.15228815958799943,6_Gender_drinks_per_week
cns28->death90,Male_drinks_per_week,-0.0147946990909729,Female_drinks_per_week,-0.0136919359992565,0.0011027630917164015,0.0011027630917164015,207.5,0.15228815958799943,6_Gender_drinks_per_week
coag28->death90,Male_drinks_per_week,-0.0340965504791419,Female_drinks_per_week,-0.0363382203587434,-0.0022416698796014975,0.0022416698796014975,207.5,0.15228815958799943,6_Gender_drinks_per_week
drinks_per_week->cardio28,Male_drinks_per_week,-1e-16,Female_drinks_per_week,-0.0223179938078139,-0.0223179938078138,0.0223179938078138,207.5,0.15228815958799943,6_Gender_drinks_per_week
drinks_per_week->cns28,Male_drinks_per_week,-0.0132436915701958,Female_drinks_per_week,-1e-16,0.0132436915701957,0.0132436915701957,207.5,0.15228815958799943,6_Gender_drinks_per_week
drinks_per_week->coag28,Male_drinks_per_week,-1e-16,Female_drinks_per_week,-1e-16,0.0,0.0,207.5,0.15228815958799943,6_Gender_drinks_per_week
drinks_per_week->hepatic28,Male_drinks_per_week,-1e-16,Female_drinks_per_week,-0.0431385120424181,-0.043138512042418004,0.043138512042418004,207.5,0.15228815958799943,6_Gender_drinks_per_week
drinks_per_week->icufd,Male_drinks_per_week,-0.0179552807078078,Female_drinks_per_week,-0.0235829338499673,-0.005627653142159499,0.005627653142159499,207.5,0.15228815958799943,6_Gender_drinks_per_week
drinks_per_week->orgfree28,Male_drinks_per_week,-1e-16,Female_drinks_per_week,-0.0337481269163379,-0.0337481269163378,0.0337481269163378,207.5,0.15228815958799943,6_Gender_drinks_per_week
drinks_per_week->pulmon28,Male_drinks_per_week,-0.029354521208317,Female_drinks_per_week,-0.0571348995820599,-0.027780378373742903,0.027780378373742903,207.5,0.15228815958799943,6_Gender_drinks_per_week
drinks_per_week->renal28,Male_drinks_per_week,-1e-16,Female_drinks_per_week,-1e-16,0.0,0.0,207.5,0.15228815958799943,6_Gender_drinks_per_week
drinks_per_week->vfd,Male_drinks_per_week,-0.0103167806395418,Female_drinks_per_week,-0.0171625940789095,-0.006845813439367699,0.006845813439367699,207.5,0.15228815958799943,6_Gender_drinks_per_week
hepatic28->death90,Male_drinks_per_week,-0.0245595677212122,Female_drinks_per_week,-0.0320134567968338,-0.0074538890756216045,0.0074538890756216045,207.5,0.15228815958799943,6_Gender_drinks_per_week
icufd->death90,Male_drinks_per_week,-0.0276244377914367,Female_drinks_per_week,-0.0283657797358553,-0.0007413419444186019,0.0007413419444186019,207.5,0.15228815958799943,6_Gender_drinks_per_week
orgfree28->death90,Male_drinks_per_week,-0.0182625128194922,Female_drinks_per_week,-0.018635710578832,-0.0003731977593397981,0.0003731977593397981,207.5,0.15228815958799943,6_Gender_drinks_per_week
pulmon28->death90,Male_drinks_per_week,-0.0069518898227899,Female_drinks_per_week,-0.0070161030793822,-6.421325659229996e-05,6.421325659229996e-05,207.5,0.15228815958799943,6_Gender_drinks_per_week
renal28->death90,Male_drinks_per_week,-0.0188063107604863,Female_drinks_per_week,-0.0200251221915669,-0.001218811431080602,0.001218811431080602,207.5,0.15228815958799943,6_Gender_drinks_per_week
vfd->death90,Male_drinks_per_week,-0.0272596681150372,Female_drinks_per_week,-0.0262597276472309,0.0009999404678062984,0.0009999404678062984,207.5,0.15228815958799943,6_Gender_drinks_per_week
alcohol_binary->cardio28,Male_ND_vs_Heavy,-1e-16,Female_ND_vs_Heavy,-1.4877106741573058,-1.4877106741573058,1.4877106741573058,220.0,0.06787875262148553,7_Gender_ND_vs_HD
alcohol_binary->cns28,Male_ND_vs_Heavy,-0.2031270529496804,Female_ND_vs_Heavy,-1.41116573033708,-1.2080386773873995,1.2080386773873995,220.0,0.06787875262148553,7_Gender_ND_vs_HD
alcohol_binary->coag28,Male_ND_vs_Heavy,-1e-16,Female_ND_vs_Heavy,-1e-16,0.0,0.0,220.0,0.06787875262148553,7_Gender_ND_vs_HD
alcohol_binary->hepatic28,Male_ND_vs_Heavy,-1e-16,Female_ND_vs_Heavy,-1.8449789325842687,-1.8449789325842687,1.8449789325842687,220.0,0.06787875262148553,7_Gender_ND_vs_HD
alcohol_binary->icufd,Male_ND_vs_Heavy,-0.7690842202075938,Female_ND_vs_Heavy,-1.8369030898876384,-1.0678188696800446,1.0678188696800446,220.0,0.06787875262148553,7_Gender_ND_vs_HD
alcohol_binary->orgfree28,Male_ND_vs_Heavy,-1e-16,Female_ND_vs_Heavy,-1.0779494382022463,-1.0779494382022463,1.0779494382022463,220.0,0.06787875262148553,7_Gender_ND_vs_HD
alcohol_binary->pulmon28,Male_ND_vs_Heavy,-1.2043095519642608,Female_ND_vs_Heavy,-2.1918890449438213,-0.9875794929795605,0.9875794929795605,220.0,0.06787875262148553,7_Gender_ND_vs_HD
alcohol_binary->renal28,Male_ND_vs_Heavy,-1e-16,Female_ND_vs_Heavy,-1e-16,0.0,0.0,220.0,0.06787875262148553,7_Gender_ND_vs_HD
alcohol_binary->vfd,Male_ND_vs_Heavy,-0.309354881093153,Female_ND_vs_Heavy,-1.819873595505614,-1.510518714412461,1.510518714412461,220.0,0.06787875262148553,7_Gender_ND_vs_HD
cardio28->death90,Male_ND_vs_Heavy,-0.0319563333683921,Female_ND_vs_Heavy,-0.0282931463004787,0.003663187067913399,0.003663187067913399,220.0,0.06787875262148553,7_Gender_ND_vs_HD
cns28->death90,Male_ND_vs_Heavy,-0.0151257606270268,Female_ND_vs_Heavy,-0.0140461819244825,0.0010795787025443,0.0010795787025443,220.0,0.06787875262148553,7_Gender_ND_vs_HD
coag28->death90,Male_ND_vs_Heavy,-0.0331640862748527,Female_ND_vs_Heavy,-0.0371545302971956,-0.003990444022342901,0.003990444022342901,220.0,0.06787875262148553,7_Gender_ND_vs_HD
hepatic28->death90,Male_ND_vs_Heavy,-0.0246895161638559,Female_ND_vs_Heavy,-0.0324281718874543,-0.007738655723598404,0.007738655723598404,220.0,0.06787875262148553,7_Gender_ND_vs_HD
icufd->death90,Male_ND_vs_Heavy,-0.0279435988680725,Female_ND_vs_Heavy,-0.0298136924642347,-0.0018700935961621992,0.0018700935961621992,220.0,0.06787875262148553,7_Gender_ND_vs_HD
orgfree28->death90,Male_ND_vs_Heavy,-0.0185333153576782,Female_ND_vs_Heavy,-0.0199630788626488,-0.0014297635049705971,0.0014297635049705971,220.0,0.06787875262148553,7_Gender_ND_vs_HD
pulmon28->death90,Male_ND_vs_Heavy,-0.0078924063567445,Female_ND_vs_Heavy,-0.0075988236730943,0.0002935826836501995,0.0002935826836501995,220.0,0.06787875262148553,7_Gender_ND_vs_HD
renal28->death90,Male_ND_vs_Heavy,-0.0187966818480339,Female_ND_vs_Heavy,-0.0205583974228158,-0.0017617155747818997,0.0017617155747818997,220.0,0.06787875262148553,7_Gender_ND_vs_HD
vfd->death90,Male_ND_vs_Heavy,-0.0275255831415285,Female_ND_vs_Heavy,-0.0272863889548817,0.0002391941866468003,0.0002391941866468003,220.0,0.06787875262148553,7_Gender_ND_vs_HD
alcohol_binary->cardio28,Male_ND_vs_Any,-1e-16,Female_ND_vs_Any,-1e-16,0.0,0.0,165.0,0.9340083982539606,8_Gender_ND_vs_ANY
alcohol_binary->cns28,Male_ND_vs_Any,-1e-16,Female_ND_vs_Any,-1e-16,0.0,0.0,165.0,0.9340083982539606,8_Gender_ND_vs_ANY
alcohol_binary->coag28,Male_ND_vs_Any,-1e-16,Female_ND_vs_Any,-1e-16,0.0,0.0,165.0,0.9340083982539606,8_Gender_ND_vs_ANY
alcohol_binary->hepatic28,Male_ND_vs_Any,-1e-16,Female_ND_vs_Any,-1e-16,0.0,0.0,165.0,0.9340083982539606,8_Gender_ND_vs_ANY
alcohol_binary->icufd,Male_ND_vs_Any,-1e-16,Female_ND_vs_Any,-1e-16,0.0,0.0,165.0,0.9340083982539606,8_Gender_ND_vs_ANY
alcohol_binary->orgfree28,Male_ND_vs_Any,-1e-16,Female_ND_vs_Any,-1e-16,0.0,0.0,165.0,0.9340083982539606,8_Gender_ND_vs_ANY
alcohol_binary->pulmon28,Male_ND_vs_Any,-0.674454163999715,Female_ND_vs_Any,-0.5897255834053596,0.0847285805943554,0.0847285805943554,165.0,0.9340083982539606,8_Gender_ND_vs_ANY
