Comparison,Group,Effect
"Cirrhosis
ND vs Any",CirrPresent_ND_vs_Any,0.6522525728860771
"Cirrhosis
ND vs Any",CirrPresent_ND_vs_Any,-0.1820689655172422
"Cirrhosis
ND vs Any",CirrPresent_ND_vs_Any,0.8274713168713248
"Cirrhosis
ND vs Any",CirrPresent_ND_vs_Any,0.7465191727121159
"Cirrhosis
ND vs Any",CirrPresent_ND_vs_Any,-6.120000000000001
"Cirrhosis
ND vs Any",CirrPresent_ND_vs_Any,0.6998597660567853
"Cirrhosis
ND vs Any",CirrPresent_ND_vs_Any,0.599944360244236
"Cirrhosis
ND vs Any",CirrPresent_ND_vs_Any,0.4859028194361139
"Cirrhosis
ND vs Any",CirrPresent_ND_vs_Any,-1e-16
"Cirrhosis
ND vs Any",CirrPresent_ND_vs_Any,-3.03862068965517
"Cirrhosis
ND vs Any",CirrPresent_ND_vs_Any,-2.4468965517241443
"Cirrhosis
ND vs Any",CirrPresent_ND_vs_Any,0.6554173272071058
"Cirrhosis
ND vs Any",CirrPresent_ND_vs_Any,-5.748965517241377
"Cirrhosis
ND vs Any",CirrPresent_ND_vs_Any,0.992852270368064
"Cirrhosis
ND vs Any",CirrPresent_ND_vs_Any,0.4185900708457613
"Cirrhosis
ND vs Any",CirrPresent_ND_vs_Any,-0.0315311896787817
"Cirrhosis
ND vs Any",CirrPresent_ND_vs_Any,-0.0209634371459124
"Cirrhosis
ND vs Any",CirrPresent_ND_vs_Any,-0.0285650690013355
"Cirrhosis
ND vs Any",CirrPresent_ND_vs_Any,-0.0239666352443802
"Cirrhosis
ND vs Any",CirrPresent_ND_vs_Any,-0.0365987484058488
"Cirrhosis
ND vs Any",CirrPresent_ND_vs_Any,-0.017447223938881
"Cirrhosis
ND vs Any",CirrPresent_ND_vs_Any,-0.0094931294575424
"Cirrhosis
ND vs Any",CirrPresent_ND_vs_Any,-0.0224338755463432
"Cirrhosis
ND vs Any",CirrPresent_ND_vs_Any,-0.0382891940024123
"Cirrhosis
ND vs MD",CirrAbsent_ND_vs_Mod,-1e-16
"Cirrhosis
ND vs MD",CirrAbsent_ND_vs_Mod,0.7181726944705846
"Cirrhosis
ND vs MD",CirrAbsent_ND_vs_Mod,0.599598889975808
"Cirrhosis
ND vs MD",CirrAbsent_ND_vs_Mod,0.6916995459906694
"Cirrhosis
ND vs MD",CirrAbsent_ND_vs_Mod,0.627548754006682
"Cirrhosis
ND vs MD",CirrAbsent_ND_vs_Mod,-1e-16
"Cirrhosis
ND vs MD",CirrAbsent_ND_vs_Mod,0.4267658968165423
"Cirrhosis
ND vs MD",CirrAbsent_ND_vs_Mod,0.3837622813312724
"Cirrhosis
ND vs MD",CirrAbsent_ND_vs_Mod,-1e-16
"Cirrhosis
ND vs MD",CirrAbsent_ND_vs_Mod,0.1192549038242702
"Cirrhosis
ND vs MD",CirrAbsent_ND_vs_Mod,-1e-16
"Cirrhosis
ND vs MD",CirrAbsent_ND_vs_Mod,0.76611186945075
"Cirrhosis
ND vs MD",CirrAbsent_ND_vs_Mod,-1e-16
"Cirrhosis
ND vs MD",CirrAbsent_ND_vs_Mod,0.4909709317942479
"Cirrhosis
ND vs MD",CirrAbsent_ND_vs_Mod,0.6684176711311202
"Cirrhosis
ND vs MD",CirrAbsent_ND_vs_Mod,0.538343839058141
"Cirrhosis
ND vs MD",CirrAbsent_ND_vs_Mod,0.1958303425611642
"Cirrhosis
ND vs MD",CirrAbsent_ND_vs_Mod,-1e-16
"Cirrhosis
ND vs MD",CirrAbsent_ND_vs_Mod,0.7568116274015873
"Cirrhosis
ND vs MD",CirrAbsent_ND_vs_Mod,0.7225215981682875
"Cirrhosis
ND vs MD",CirrAbsent_ND_vs_Mod,0.7239070919313761
"Cirrhosis
ND vs MD",CirrAbsent_ND_vs_Mod,0.0401309520534365
"Cirrhosis
ND vs MD",CirrAbsent_ND_vs_Mod,0.7830812007009843
"Cirrhosis
ND vs MD",CirrAbsent_ND_vs_Mod,-0.1413927789826994
"Cirrhosis
ND vs MD",CirrAbsent_ND_vs_Mod,-1e-16
"Cirrhosis
ND vs MD",CirrAbsent_ND_vs_Mod,0.7062077430413529
"Cirrhosis
ND vs MD",CirrAbsent_ND_vs_Mod,0.6176728164140712
"Cirrhosis
ND vs MD",CirrAbsent_ND_vs_Mod,0.5314030218351942
"Cirrhosis
ND vs MD",CirrAbsent_ND_vs_Mod,-1e-16
"Cirrhosis
ND vs MD",CirrAbsent_ND_vs_Mod,0.5177529958715894
"Cirrhosis
ND vs MD",CirrAbsent_ND_vs_Mod,0.6931459699857646
"Cirrhosis
ND vs MD",CirrAbsent_ND_vs_Mod,0.9807943059542176
"Cirrhosis
ND vs MD",CirrAbsent_ND_vs_Mod,0.2326174654425088
"Cirrhosis
ND vs MD",CirrAbsent_ND_vs_Mod,-0.0296168259647452
"Cirrhosis
ND vs MD",CirrAbsent_ND_vs_Mod,-0.0139334712882345
"Cirrhosis
ND vs MD",CirrAbsent_ND_vs_Mod,-0.0355007516003262
"Cirrhosis
ND vs MD",CirrAbsent_ND_vs_Mod,-0.0282132000993656
"Cirrhosis
ND vs MD",CirrAbsent_ND_vs_Mod,-0.0276061929777416
"Cirrhosis
ND vs MD",CirrAbsent_ND_vs_Mod,-0.0181500520124328
"Cirrhosis
ND vs MD",CirrAbsent_ND_vs_Mod,-0.0068389684899747
"Cirrhosis
ND vs MD",CirrAbsent_ND_vs_Mod,-0.0194638931770365
"Cirrhosis
ND vs MD",CirrAbsent_ND_vs_Mod,-0.0261053451568534
"Cirrhosis
ND vs MD",CirrPresent_ND_vs_Mod,-1e-16
"Cirrhosis
ND vs MD",CirrPresent_ND_vs_Mod,0.5958230958230946
"Cirrhosis
ND vs MD",CirrPresent_ND_vs_Mod,-1e-16
"Cirrhosis
ND vs MD",CirrPresent_ND_vs_Mod,0.7730505625242464
"Cirrhosis
ND vs MD",CirrPresent_ND_vs_Mod,-1e-16
"Cirrhosis
ND vs MD",CirrPresent_ND_vs_Mod,0.706280443122548
"Cirrhosis
ND vs MD",CirrPresent_ND_vs_Mod,-1e-16
"Cirrhosis
ND vs MD",CirrPresent_ND_vs_Mod,0.7447853881278532
"Cirrhosis
ND vs MD",CirrPresent_ND_vs_Mod,0.6989570265642318
"Cirrhosis
ND vs MD",CirrPresent_ND_vs_Mod,-0.2628571428571433
"Cirrhosis
ND vs MD",CirrPresent_ND_vs_Mod,-1e-16
"Cirrhosis
ND vs MD",CirrPresent_ND_vs_Mod,0.6679988410083227
"Cirrhosis
ND vs MD",CirrPresent_ND_vs_Mod,0.6511534101577985
"Cirrhosis
ND vs MD",CirrPresent_ND_vs_Mod,0.1779275306072048
"Cirrhosis
ND vs MD",CirrPresent_ND_vs_Mod,-1.5657142857142867
"Cirrhosis
ND vs MD",CirrPresent_ND_vs_Mod,-1e-16
"Cirrhosis
ND vs MD",CirrPresent_ND_vs_Mod,0.3966334755808436
"Cirrhosis
ND vs MD",CirrPresent_ND_vs_Mod,-1e-16
"Cirrhosis
ND vs MD",CirrPresent_ND_vs_Mod,0.9846545109703
"Cirrhosis
ND vs MD",CirrPresent_ND_vs_Mod,-0.0234495988490013
"Cirrhosis
ND vs MD",CirrPresent_ND_vs_Mod,-0.0197279330296687
"Cirrhosis
ND vs MD",CirrPresent_ND_vs_Mod,-0.0258447488584474
"Cirrhosis
ND vs MD",CirrPresent_ND_vs_Mod,-0.0189232983983698
"Cirrhosis
ND vs MD",CirrPresent_ND_vs_Mod,-0.0377818009396956
"Cirrhosis
ND vs MD",CirrPresent_ND_vs_Mod,-0.0102360192903452
"Cirrhosis
ND vs MD",CirrPresent_ND_vs_Mod,-0.006821880085117
"Cirrhosis
ND vs MD",CirrPresent_ND_vs_Mod,-0.0176270751874879
"Cirrhosis
ND vs MD",CirrPresent_ND_vs_Mod,-0.0387573651342483
"Cirrhosis
ND vs HD",CirrAbsent_ND_vs_Heavy,-1e-16
"Cirrhosis
ND vs HD",CirrAbsent_ND_vs_Heavy,0.724333519215643
"Cirrhosis
ND vs HD",CirrAbsent_ND_vs_Heavy,0.614710251220826
"Cirrhosis
ND vs HD",CirrAbsent_ND_vs_Heavy,0.6919629265504614
"Cirrhosis
ND vs HD",CirrAbsent_ND_vs_Heavy,0.6275593136295932
"Cirrhosis
ND vs HD",CirrAbsent_ND_vs_Heavy,-0.0099851443123952
"Cirrhosis
ND vs HD",CirrAbsent_ND_vs_Heavy,0.4163088589630588
"Cirrhosis
ND vs HD",CirrAbsent_ND_vs_Heavy,-1e-16
"Cirrhosis
ND vs HD",CirrAbsent_ND_vs_Heavy,0.1211719465159184
"Cirrhosis
ND vs HD",CirrAbsent_ND_vs_Heavy,-1e-16
"Cirrhosis
ND vs HD",CirrAbsent_ND_vs_Heavy,0.7832705365325694
"Cirrhosis
ND vs HD",CirrAbsent_ND_vs_Heavy,-0.4557512733446511
"Cirrhosis
ND vs HD",CirrAbsent_ND_vs_Heavy,0.5095296390655761
"Cirrhosis
ND vs HD",CirrAbsent_ND_vs_Heavy,0.6624265770608645
"Cirrhosis
ND vs HD",CirrAbsent_ND_vs_Heavy,0.5470750585545323
"Cirrhosis
ND vs HD",CirrAbsent_ND_vs_Heavy,0.2210438058850918
"Cirrhosis
ND vs HD",CirrAbsent_ND_vs_Heavy,-1e-16
"Cirrhosis
ND vs HD",CirrAbsent_ND_vs_Heavy,0.7655781282586985
"Cirrhosis
ND vs HD",CirrAbsent_ND_vs_Heavy,0.278458496229506
"Cirrhosis
ND vs HD",CirrAbsent_ND_vs_Heavy,0.7234166338453907
"Cirrhosis
ND vs HD",CirrAbsent_ND_vs_Heavy,0.7037754742055022
"Cirrhosis
ND vs HD",CirrAbsent_ND_vs_Heavy,0.0099843529464678
"Cirrhosis
ND vs HD",CirrAbsent_ND_vs_Heavy,0.7779365248716482
"Cirrhosis
ND vs HD",CirrAbsent_ND_vs_Heavy,-1.384709252971136
"Cirrhosis
ND vs HD",CirrAbsent_ND_vs_Heavy,-1e-16
"Cirrhosis
ND vs HD",CirrAbsent_ND_vs_Heavy,0.7080028600007497
"Cirrhosis
ND vs HD",CirrAbsent_ND_vs_Heavy,0.588910315411975
"Cirrhosis
ND vs HD",CirrAbsent_ND_vs_Heavy,0.5261756029010325
"Cirrhosis
ND vs HD",CirrAbsent_ND_vs_Heavy,0.4776011110658107
"Cirrhosis
ND vs HD",CirrAbsent_ND_vs_Heavy,-0.1260929541595921
"Cirrhosis
ND vs HD",CirrAbsent_ND_vs_Heavy,0.5446336467370667
"Cirrhosis
ND vs HD",CirrAbsent_ND_vs_Heavy,0.6888489415524907
"Cirrhosis
ND vs HD",CirrAbsent_ND_vs_Heavy,0.989207944521567
"Cirrhosis
ND vs HD",CirrAbsent_ND_vs_Heavy,-0.0298060378472497
"Cirrhosis
ND vs HD",CirrAbsent_ND_vs_Heavy,-0.0142042675488122
"Cirrhosis
ND vs HD",CirrAbsent_ND_vs_Heavy,-0.0359014178791083
"Cirrhosis
ND vs HD",CirrAbsent_ND_vs_Heavy,-0.0290561778678455
"Cirrhosis
ND vs HD",CirrAbsent_ND_vs_Heavy,-0.0283745244464801
"Cirrhosis
ND vs HD",CirrAbsent_ND_vs_Heavy,-0.0193043803645318
"Cirrhosis
ND vs HD",CirrAbsent_ND_vs_Heavy,-0.0076200484669992
"Cirrhosis
ND vs HD",CirrAbsent_ND_vs_Heavy,-0.0194795663974187
"Cirrhosis
ND vs HD",CirrAbsent_ND_vs_Heavy,-0.0266313866017662
"Cirrhosis
ND vs HD",CirrPresent_ND_vs_Heavy,-3.941818181818171
"Cirrhosis
ND vs HD",CirrPresent_ND_vs_Heavy,0.6125103995040799
"Cirrhosis
ND vs HD",CirrPresent_ND_vs_Heavy,-4.8345454545454505
"Cirrhosis
ND vs HD",CirrPresent_ND_vs_Heavy,-2.7636363636363583
"Cirrhosis
ND vs HD",CirrPresent_ND_vs_Heavy,0.6168829542038292
"Cirrhosis
ND vs HD",CirrPresent_ND_vs_Heavy,0.5815061848168881
"Cirrhosis
ND vs HD",CirrPresent_ND_vs_Heavy,0.6540106997354798
"Cirrhosis
ND vs HD",CirrPresent_ND_vs_Heavy,-2.3654545454545453
"Cirrhosis
ND vs HD",CirrPresent_ND_vs_Heavy,0.8271194597151741
"Cirrhosis
ND vs HD",CirrPresent_ND_vs_Heavy,0.7161030247658395
"Cirrhosis
ND vs HD",CirrPresent_ND_vs_Heavy,-7.98363636363637
"Cirrhosis
ND vs HD",CirrPresent_ND_vs_Heavy,0.6826460567191095
"Cirrhosis
ND vs HD",CirrPresent_ND_vs_Heavy,0.5839983426558941
"Cirrhosis
ND vs HD",CirrPresent_ND_vs_Heavy,0.4607051903953394
"Cirrhosis
ND vs HD",CirrPresent_ND_vs_Heavy,-0.2927272727272658
"Cirrhosis
ND vs HD",CirrPresent_ND_vs_Heavy,-3.5072727272727287
"Cirrhosis
ND vs HD",CirrPresent_ND_vs_Heavy,-4.194545454545466
"Cirrhosis
ND vs HD",CirrPresent_ND_vs_Heavy,0.656498262671084
"Cirrhosis
ND vs HD",CirrPresent_ND_vs_Heavy,-7.770909090909088
"Cirrhosis
ND vs HD",CirrPresent_ND_vs_Heavy,0.9730422801153322
"Cirrhosis
ND vs HD",CirrPresent_ND_vs_Heavy,-0.0312948859271131
"Cirrhosis
ND vs HD",CirrPresent_ND_vs_Heavy,-0.018715558317796
"Cirrhosis
ND vs HD",CirrPresent_ND_vs_Heavy,-0.0278792726048153
"Cirrhosis
ND vs HD",CirrPresent_ND_vs_Heavy,-0.0233446519524613
"Cirrhosis
ND vs HD",CirrPresent_ND_vs_Heavy,-0.0353567570785812
"Cirrhosis
ND vs HD",CirrPresent_ND_vs_Heavy,-0.0170388737540981
"Cirrhosis
ND vs HD",CirrPresent_ND_vs_Heavy,-0.0088783683428813
"Cirrhosis
ND vs HD",CirrPresent_ND_vs_Heavy,-0.0214669800464489
"Cirrhosis
ND vs HD",CirrPresent_ND_vs_Heavy,-0.0378971336318501
